Date,Type,Value,Transaction Currency,Gross Amount,Currency Gross Amount,Exchange Rate,Fees,Taxes,Shares,ISIN,WKN,Ticker Symbol,Security Name,Note
2024-04-29T00:00,Buy,350.00,USD,,,,0.50,0.00,100,US21874A1060,679998205,CORZ,CORE SCIENTIFIC INC,Trade-ID: 6254615452 | Transaction-ID: 27403200749
2024-04-29T00:00,Buy,350.00,USD,,,,0.50,0.00,100,US21874A1060,679998205,CORZ,CORE SCIENTIFIC INC,Trade-ID: 6254615585 | Transaction-ID: 27403200781
2024-04-29T00:00,Buy,350.50,USD,,,,1.00,0.00,100,US21874A1060,679998205,CORZ,CORE SCIENTIFIC INC,Trade-ID: 6254614987 | Transaction-ID: 27403200617
2024-04-29T00:00,Buy,"1,048.50",USD,,,,1.50,0.00,300,US21874A1060,679998205,CORZ,CORE SCIENTIFIC INC,Trade-ID: 6254642250 | Transaction-ID: 27403234103
2024-04-29T00:00,Sell,"-2,661.46",USD,,,,0.54,0.00,100,US45782C1282,518304440,QTOC,INNOVATOR GROWTH ACCEL PL-OC,Trade-ID: 6254587646 | Transaction-ID: 27403070040
2024-04-29T00:00,Sell,"-5,322.92",USD,,,,1.08,0.00,200,US45782C1282,518304440,QTOC,INNOVATOR GROWTH ACCEL PL-OC,Trade-ID: 6254587567 | Transaction-ID: 27403070018
2024-04-29T00:00,Sell,"-5,322.92",USD,,,,1.08,0.00,200,US45782C1282,518304440,QTOC,INNOVATOR GROWTH ACCEL PL-OC,Trade-ID: 6254587699 | Transaction-ID: 27403070048
2024-04-29T00:00,Buy,"16,426.50",USD,,,,23.50,0.00,"4,700",US21874A1060,679998205,CORZ,CORE SCIENTIFIC INC,Trade-ID: 6254640388 | Transaction-ID: 27403234080
2024-04-29T00:00,Sell,"-18,630.23",USD,,,,3.77,0.00,700,US45782C1282,518304440,QTOC,INNOVATOR GROWTH ACCEL PL-OC,Trade-ID: 6254588134 | Transaction-ID: 27403070139
2024-04-29T00:00,Sell,"-26,375.09",USD,,,,5.33,0.00,991,US45782C1282,518304440,QTOC,INNOVATOR GROWTH ACCEL PL-OC,Trade-ID: 6254587638 | Transaction-ID: 27403070035
2024-05-08T00:00,Buy,476.50,USD,,,,0.00,0.00,25,US46438R1059,717828992,ETHA,ISHARES ETHEREUM TRUST ETF,Trade-ID: 6549158770 | Transaction-ID: 28604976725
2024-05-08T00:00,Buy,476.50,USD,,,,0.00,0.00,25,US46438R1059,717828992,ETHA,ISHARES ETHEREUM TRUST ETF,Trade-ID: 6549158832 | Transaction-ID: 28604976732
2024-05-08T00:00,Buy,476.50,USD,,,,0.00,0.00,25,US46438R1059,717828992,ETHA,ISHARES ETHEREUM TRUST ETF,Trade-ID: 6549158738 | Transaction-ID: 28604976719
2024-05-08T00:00,Buy,476.62,USD,,,,0.12,0.00,25,US46438R1059,717828992,ETHA,ISHARES ETHEREUM TRUST ETF,Trade-ID: 6549171362 | Transaction-ID: 28605016505
2024-05-08T00:00,Buy,476.62,USD,,,,0.12,0.00,25,US46438R1059,717828992,ETHA,ISHARES ETHEREUM TRUST ETF,Trade-ID: 6549159852 | Transaction-ID: 28604977075
